timestamp_iso,jobid,last_sync_epoch,now_epoch,age_seconds,state,fail_count
"2026-04-25T08:45:14Z","162-1",1777106707,"1777106714",7,"unknown",0
"2026-04-25T08:45:24Z","162-0",1777106704,"1777106724",20,"unknown",0
"2026-04-25T08:45:24Z","162-1",1777106707,"1777106724",17,"unknown",0
"2026-04-25T08:45:35Z","162-0",1777106704,"1777106735",31,"unknown",0
"2026-04-25T08:45:35Z","162-1",1777106707,"1777106735",28,"unknown",0
"2026-04-25T08:45:46Z","162-0",1777106704,"1777106746",42,"unknown",0
"2026-04-25T08:45:46Z","162-1",1777106707,"1777106746",39,"unknown",0
"2026-04-25T08:45:56Z","162-0",1777106704,"1777106756",52,"unknown",0
"2026-04-25T08:45:56Z","162-1",1777106707,"1777106756",49,"unknown",0
"2026-04-25T08:46:07Z","162-0",1777106764,"1777106767",3,"unknown",0
"2026-04-25T08:46:07Z","162-1",1777106766,"1777106767",1,"unknown",0
"2026-04-25T08:46:18Z","162-0",1777106764,"1777106778",14,"unknown",0
"2026-04-25T08:46:18Z","162-1",1777106766,"1777106778",12,"unknown",0
"2026-04-25T08:46:29Z","162-0",1777106764,"1777106789",25,"unknown",0
"2026-04-25T08:46:29Z","162-1",1777106766,"1777106789",23,"unknown",0
"2026-04-25T08:46:40Z","162-0",1777106764,"1777106800",36,"unknown",0
"2026-04-25T08:46:40Z","162-1",1777106766,"1777106800",34,"unknown",0
"2026-04-25T08:46:50Z","162-0",1777106764,"1777106810",46,"unknown",0
"2026-04-25T08:46:50Z","162-1",1777106766,"1777106810",44,"unknown",0
"2026-04-25T08:47:01Z","162-0",1777106764,"1777106821",57,"unknown",0
"2026-04-25T08:47:01Z","162-1",1777106766,"1777106821",55,"unknown",0
"2026-04-25T08:47:12Z","162-0",1777106824,"1777106832",8,"unknown",0
"2026-04-25T08:47:12Z","162-1",1777106827,"1777106832",5,"unknown",0
"2026-04-25T08:47:23Z","162-0",1777106824,"1777106843",19,"unknown",0
"2026-04-25T08:47:23Z","162-1",1777106827,"1777106843",16,"unknown",0
"2026-04-25T08:47:33Z","162-0",1777106824,"1777106853",29,"unknown",0
"2026-04-25T08:47:33Z","162-1",1777106827,"1777106853",26,"unknown",0
"2026-04-25T08:47:44Z","162-0",1777106824,"1777106864",40,"unknown",0
"2026-04-25T08:47:44Z","162-1",1777106827,"1777106864",37,"unknown",0
"2026-04-25T08:47:55Z","162-0",1777106824,"1777106875",51,"unknown",0
"2026-04-25T08:47:55Z","162-1",1777106827,"1777106875",48,"unknown",0
"2026-04-25T08:48:06Z","162-0",1777106884,"1777106886",2,"unknown",0
"2026-04-25T08:48:06Z","162-1",1777106827,"1777106886",59,"unknown",0
"2026-04-25T08:48:16Z","162-0",1777106884,"1777106896",12,"unknown",0
"2026-04-25T08:48:16Z","162-1",1777106887,"1777106896",9,"unknown",0
"2026-04-25T08:48:27Z","162-0",1777106884,"1777106907",23,"unknown",0
"2026-04-25T08:48:27Z","162-1",1777106887,"1777106907",20,"unknown",0
"2026-04-25T08:48:38Z","162-0",1777106884,"1777106918",34,"unknown",0
"2026-04-25T08:48:38Z","162-1",1777106887,"1777106918",31,"unknown",0
