timestamp_iso,jobid,last_sync_epoch,now_epoch,age_seconds,state,fail_count
"2026-04-25T08:21:34Z","162-0",1777104904,1777105294,390,,0
"2026-04-25T08:21:34Z","162-1",1777104907,1777105294,387,,0
"2026-04-25T08:21:45Z","162-0",1777104904,1777105305,401,,0
"2026-04-25T08:21:45Z","162-1",1777104907,1777105305,398,,0
"2026-04-25T08:21:56Z","162-0",1777104904,1777105316,412,,0
"2026-04-25T08:21:56Z","162-1",1777104907,1777105316,409,,0
"2026-04-25T08:22:06Z","162-0",1777104904,1777105326,422,,0
"2026-04-25T08:22:06Z","162-1",1777104907,1777105326,419,,0
"2026-04-25T08:22:17Z","162-0",1777104904,1777105337,433,,0
"2026-04-25T08:22:17Z","162-1",1777104907,1777105337,430,,0
"2026-04-25T08:22:28Z","162-0",1777104904,1777105348,444,,0
"2026-04-25T08:22:28Z","162-1",1777104907,1777105348,441,,0
"2026-04-25T08:22:39Z","162-0",1777104904,1777105359,455,,0
"2026-04-25T08:22:39Z","162-1",1777104907,1777105359,452,,0
"2026-04-25T08:22:49Z","162-0",1777104904,1777105369,465,,0
"2026-04-25T08:22:49Z","162-1",1777104907,1777105369,462,,0
"2026-04-25T08:23:00Z","162-0",1777104904,1777105380,476,,0
"2026-04-25T08:23:00Z","162-1",1777104907,1777105380,473,,0
"2026-04-25T08:23:11Z","162-0",1777104904,1777105391,487,,0
"2026-04-25T08:23:11Z","162-1",1777104907,1777105391,484,,0
"2026-04-25T08:23:21Z","162-0",1777104904,1777105401,497,,0
"2026-04-25T08:23:21Z","162-1",1777104907,1777105401,494,,0
"2026-04-25T08:23:32Z","162-0",1777104904,1777105412,508,,0
"2026-04-25T08:23:32Z","162-1",1777104907,1777105412,505,,0
"2026-04-25T08:23:43Z","162-0",1777104904,1777105423,519,,0
"2026-04-25T08:23:43Z","162-1",1777104907,1777105423,516,,0
"2026-04-25T08:23:54Z","162-0",1777104904,1777105434,530,,0
"2026-04-25T08:23:54Z","162-1",1777104907,1777105434,527,,0
"2026-04-25T08:24:04Z","162-0",1777104904,1777105444,540,,0
"2026-04-25T08:24:04Z","162-1",1777104907,1777105444,537,,0
"2026-04-25T08:24:15Z","162-0",1777104904,1777105455,551,,0
"2026-04-25T08:24:15Z","162-1",1777104907,1777105455,548,,0
"2026-04-25T08:24:26Z","162-0",1777104904,1777105466,562,,0
"2026-04-25T08:24:26Z","162-1",1777104907,1777105466,559,,0
"2026-04-25T08:24:37Z","162-0",1777104904,1777105477,573,,0
"2026-04-25T08:24:37Z","162-1",1777104907,1777105477,570,,0
"2026-04-25T08:24:47Z","162-0",1777104904,1777105487,583,,0
"2026-04-25T08:24:47Z","162-1",1777104907,1777105487,580,,0
